Year,Mo,Da,Ho,Mi,Se,Lat,Lon,Depth,Mw
1970,12,31,23,27,14,44.2333,8.1667,0,3.54
1965,4,19,2,27,6,46.3,12.7,0,3.5
2017,10,2,1,26,57.54,38.806,14.9833,290.5,3.76
1993,11,27,13,26,43.96,38.7877,14.9618,289.3,4.22
1970,4,2,21,26,39,38.29,14.28,226,4.68
2008,7,29,21,26,43.78,38.159,16.473,70.2,3.57
2013,5,25,23,26,2.44,43.0868,12.8118,62.7,3.72
2015,5,11,8,26,30.03,37.1827,16.7903,46.9,4.55
1998,3,26,16,26,17.03,43.1458,12.809,44.8,5.26
2010,10,8,17,26,58.47,36.908,16.331,38.1,3.64
2001,12,12,9,26,22.44,43.3142,11.4442,33.6,3.76
1976,10,12,4,26,15,37.8333,13.0667,32,4.44
2002,9,9,1,26,37.03,38.405,13.6642,31.6,3.56
1978,4,3,6,26,41,42.1667,9.45,30,4.28
2015,7,12,6,26,39.22,41.6033,16.0393,30,3.55
1980,6,12,0,26,8,38.5333,14.2167,28,3.93
1976,5,15,5,26,24,45.95,14.817,28,3.73
1998,11,3,20,26,36.86,38.4788,12.7767,27,3.96
2001,7,19,12,26,4.93,38.5972,14.4363,26.9,3.56
1995,12,1,12,26,25.01,41.6253,15.8072,26.2,3.91
2009,9,7,21,26,29.69,38.728,14.044,25.5,4.76
2002,11,2,2,26,16.24,41.7042,14.8635,25.4,3.86
2002,12,1,9,26,28.49,36.0888,11.5265,24.7,4.26
1991,11,17,1,26,6.12,44.9843,9.9793,23.9,3.55
2002,11,4,3,26,30.62,41.7643,14.8232,21.1,4.26
2021,9,15,12,26,53.7,42.2752,19.4708,20.4,4.27
1980,11,25,17,26,42,40.6833,15.4833,19,4.28
2016,8,17,12,26,44.27,40.5417,19.6492,18.8,3.6
2017,4,20,11,26,1.95,38.5328,14.323,18.2,3.53
1980,11,29,20,26,54,40.5167,15.6833,18,3.64
1978,6,12,21,26,37,39.9333,15.9167,17,4.14
2019,12,2,8,26,25.64,41.3837,19.5692,16.6,4.32
2007,7,22,17,26,3.61,41.905,13.671,15.7,4.09
1988,11,7,14,26,54.07,38.1105,15.8523,15.5,3.73
1965,5,10,4,26,30,44.3,10.1,15,4.24
1980,6,1,5,26,14,38.515,14.413,15,3.73
1994,11,27,7,26,27.58,38.369,14.9102,14.3,4.08
1984,5,26,12,26,45.53,38.4988,13.422,13.8,4.08
1980,3,1,1,26,48,42.85,12.95,13,4.38
1976,9,15,17,26,5,46.2667,13.2167,13,3.84
1976,5,15,4,26,14,46.2833,13.3,13,3.76
1980,2,29,1,26,46,42.8167,12.9833,13,3.59
1984,5,11,11,26,15.05,41.7063,13.876,12.8,4.39
1995,6,5,22,26,50.85,37.7615,14.6587,11.5,3.91
2000,5,12,11,26,39.23,44.3153,11.9393,11.4,4.29
2014,4,7,19,26,59.79,44.4975,6.7067,11.1,4.91
1993,7,17,6,26,36.82,44.2183,8.2337,10.6,3.55
2021,5,5,10,26,39.03,42.6167,16.2252,10.2,3.73
1989,1,6,5,26,58,35.59,11.69,10,5.13
2011,1,24,1,26,37.8,43.136,18.859,10,4.45
1981,4,22,4,26,23.8,43.6848,8.5697,10,4.43
2014,1,20,6,26,52,41.25,19.58,10,4.19
2006,1,28,19,26,5.38,43.365,17.491,10,4.13
2004,11,25,7,26,13.6,43.072,15.741,10,4
2011,12,22,23,26,18.47,41.775,19.284,10,3.87
1991,3,23,9,26,50.36,37.4052,12.177,10,3.66
1981,5,15,22,26,59.02,41.7895,12.7575,10,3.65
1970,12,30,23,26,58,44.15,8.2667,10,3.64
2011,5,23,2,26,2.36,37.824,10.853,10,3.61
2016,10,30,10,26,24.89,42.8378,13.0747,9.7,3.72
2009,4,7,9,26,28.61,42.336,13.387,9.6,5.08
2016,8,31,11,26,1.47,42.8315,13.1263,9.6,4.1
2016,8,24,4,26,47.78,42.77,13.1668,9.4,3.62
2021,1,12,7,26,32.17,39.9743,19.9128,9.2,4.2
1973,10,5,10,26,56,45.5,14.3,9,3.8
2016,8,27,1,26,39.8,42.8377,13.2437,8.9,3.93
2016,10,26,19,26,3.62,43.0182,13.0597,8.5,3.63
2016,10,30,12,26,17.78,42.9392,13.1832,8.3,3.8
2003,4,11,9,26,57.8,44.758,8.868,8.2,4.81
2020,12,30,5,26,40.39,45.4038,16.1598,8.2,4.42
1997,10,13,3,26,12.65,42.9613,12.8968,8.1,3.56
2012,5,20,2,26,52.69,44.8755,11.3748,7.3,3.67
1999,12,28,4,26,49.14,39.3087,17.0563,6.8,4.08
2014,4,29,22,26,2,44.0483,13.0613,6.3,3.65
1987,4,11,2,26,21.26,41.5385,12.7008,6.2,4.21
1978,2,16,0,26,31,43.9314,16.8791,6,4.27
1976,9,19,10,26,54,46.3333,13.1667,6,3.78
1994,11,7,10,26,3.24,38.8208,15.2352,5.9,3.84
1971,2,1,12,26,55,44.5,7.2,5,4.51
1978,6,12,21,26,33,39.9333,15.9167,5,4.14
1977,1,9,14,26,25,46.3167,13,5,3.93
1998,3,18,3,26,5.47,37.727,14.962,4.6,3.98
1993,6,27,5,26,55.51,37.9932,14.1668,3.9,3.77
2018,12,24,19,26,18,37.688,14.965,2.1,3.99
2013,10,24,20,26,3,43,18.72,2,3.51
1998,4,3,7,26,36.97,43.1853,12.7568,1.9,5.1
1996,1,27,8,26,0.23,46.3135,12.5998,1.7,3.83
1991,1,26,1,26,29.89,42.2295,13.3472,0.9,3.87
1997,10,22,0,26,53.75,37.4568,14.8342,0.1,3.56
1972,2,5,1,26,29,43.7167,13.4,0,4.36
1961,8,3,10,26,29,44.2,10.2,0,4.3
1984,5,7,18,26,49.98,41.759,13.8157,0,4.22
1972,1,18,23,26,11,44.2,8.2,0,4.16
2000,11,5,17,26,28.41,37.6918,15.0458,0,4.16
1992,5,28,12,26,6.25,44.1527,11.4092,0,4.01
1995,4,17,3,26,17.8,39.5708,17.017,0,3.84
1960,12,6,1,26,22,44.6,6.6667,0,3.8
1972,4,4,8,26,40,43.7,13.5,0,3.64
1973,2,18,20,26,20,42.8333,12.3333,0,3.64
2000,2,1,12,26,48.85,37.6918,14.9363,0,3.58
2000,1,3,8,26,42.63,38.4715,11.4388,0,3.56
1970,6,16,4,26,4,44.6667,10.4667,0,3.54
1963,2,5,12,26,0,47.3,11.4,0,3.5
1991,2,26,7,25,40.82,40.0222,13.9248,445.4,5.29
2009,3,19,10,25,57.24,36.438,12.62,84.3,3.54
1969,6,24,12,25,20,44.75,10.2,45,4.13
1971,7,29,10,25,56,44.8,10.3,42,4.44
1968,2,12,16,25,59,37.7,12.8,33,4.57
2000,4,26,22,25,7,43.56,19.7,33,4.21
2017,4,23,4,25,36.26,41.8293,15.7848,30.4,4.06
2016,3,7,21,25,17.04,37.6197,15.8453,29.9,3.74
2012,11,22,11,25,51.67,37.8008,14.963,27.3,4.14
2020,9,23,23,25,10,41.0002,19.8487,26.7,4.36
1969,6,24,13,25,18,44.6,10.6667,25,4.14
2013,4,5,7,25,27.84,42.2593,7.7578,24,3.55
1998,6,20,2,25,48.88,38.4138,12.7947,23.5,5.17
2009,10,29,7,25,44.81,38.516,14.179,22.2,3.67
2002,10,18,17,25,14.15,39.3323,13.835,22.1,3.76
2015,8,29,20,25,12.85,38.5413,12.1198,22,4.37
1979,3,23,5,25,40,38.3,15.05,22,3.64
2020,11,5,3,25,28.35,38.6993,13.8673,21.7,3.79
2002,9,26,11,25,53.72,38.4345,13.7122,19.7,3.56
2005,9,27,0,25,35.6,43.15,18.2,19.4,5.04
1994,3,26,13,25,46.69,38.8903,16.8175,19.1,3.64
2010,1,12,8,25,11.32,43.119,13.451,17.1,4.22
2007,10,18,23,25,45.7,41.695,14.817,17.1,4.04
1992,8,25,2,25,48.38,42.4112,13.3553,13.3,4.02
1979,5,25,9,25,5,42.0833,18.8167,13,4.27
2017,6,30,0,25,17.98,42.6312,13.2142,12.2,4.02
1989,11,15,18,25,23.62,38.6507,16.2553,11.9,3.51
2007,12,20,3,25,32.24,39.363,16.191,10.7,3.71
2017,1,18,9,25,40.39,42.545,13.2768,10,5.32
1996,7,10,10,25,16.64,43.3828,12.338,10,4.82
2010,2,11,2,25,51.39,42.204,19.509,10,4.56
1979,8,19,2,25,13,43.7885,16.5784,10,4.25
2014,4,21,21,25,29.2,41.7918,19.2993,10,4.23
1993,4,11,1,25,35.85,44.473,7.5558,10,4.06
1989,5,3,0,25,59.95,43.1717,14.7188,10,3.91
2012,11,20,5,25,13.19,35.2017,12.7433,10,3.56
1989,9,8,18,25,28.59,42.5537,17.0323,10,3.51
2016,8,24,4,25,58.94,42.6353,13.2363,9.7,3.63
2017,6,3,13,25,5.02,44.5032,9.5973,9.5,3.57
2017,1,18,10,25,23.73,42.5033,13.277,9.4,5.6
1978,3,14,21,25,50,38.1333,16.4833,9,3.54
2021,3,30,16,25,0.07,47.8193,16.2533,8.8,4.26
2011,4,24,9,25,28.01,35.832,14.894,8.8,3.78
1976,9,14,8,25,19,46.3333,13.2,8,3.8
2012,6,9,13,25,15.92,44.8707,11.0842,8,3.53
2012,5,29,8,25,51.48,44.8647,10.9475,7.9,4.69
1992,4,1,7,25,19.4,38.8773,17.0523,7.6,3.82
2017,1,19,10,25,50.81,42.6027,13.2867,7.3,3.51
2012,5,20,2,25,1.93,44.8508,11.3058,6.4,3.98
1997,10,13,21,25,22.81,42.9527,12.8487,6.1,3.56
1978,12,18,21,25,29,38.7667,13.15,5,3.64
2012,5,27,20,25,42.74,44.8568,11.1678,4.5,3.88
1991,12,8,12,25,15.73,44.5023,10.5687,4.1,3.84
1997,10,7,4,25,55.59,43.0103,12.8655,3.3,3.96
2002,9,6,1,25,1.08,38.2175,13.537,2.3,3.78
1994,4,20,21,25,24.86,46.3233,12.5805,0.2,4.12
1991,5,26,12,25,59.42,40.689,15.8217,0.1,5.08
1963,9,30,22,25,0,37.5,15.8,0,5.05
1974,10,20,11,25,53,39.6,18.9,0,5.02
1972,11,30,11,25,32,44,13.2,0,4.5
1974,6,17,19,25,55,38.9,18.2,0,4.44
1974,6,2,5,25,36,42.7,16.6,0,4.43
1978,1,1,9,25,57,43.1833,16.1833,0,4.42
1970,8,18,4,25,32,46.3167,7.55,0,4.26
1968,1,15,10,25,4,37.8,13.2,0,4.16
1973,7,23,23,25,11,44.1,12.7,0,4.12
1975,6,1,13,25,56,46.2,10.9,0,4.1
1976,9,15,3,25,11,46.3167,13.2833,0,3.84
1962,4,7,10,25,41,44.7167,8.95,0,3.74
1970,10,22,3,25,0,40.7833,15.4167,0,3.7
1971,3,23,0,25,0,42.95,13.35,0,3.7
1975,11,23,10,25,0,45.7833,13,0,3.64
1994,8,25,2,25,7.78,40.4222,15.8308,0,3.57
1972,2,4,8,25,55,43.9167,13.2,0,3.54
1974,3,3,15,25,29,37.5,15.1333,0,3.54
1978,2,14,21,25,50,38.1333,16.5,0,3.54
1982,8,15,19,25,17.78,42.844,13.0365,0,3.53
1970,10,24,3,25,0,40.7833,15.4167,0,3.5
1994,1,5,13,24,8.38,38.9748,15.409,306.8,5.82
2004,8,29,9,24,55.3,38.556,15.462,208.6,3.68
1975,7,13,23,24,27,42.8705,13.879,115,4
2014,4,5,10,24,44.37,38.766,17.2525,75.2,4.82
1986,12,7,8,24,30.96,38.0853,15.679,58.4,3.65
1979,1,6,15,24,10,38.45,14.0167,46,4.14
1970,10,5,23,24,22,43.99,15.92,43,4.57
2020,7,6,9,24,53.91,35.9745,16.9092,42.7,4.36
1980,11,25,6,24,47,40.8292,15.2778,33,3.62
1999,1,24,22,24,38.34,37.6302,16.9228,29.6,3.88
1978,10,19,6,24,54,37.9167,14.8833,29,3.74
2000,4,23,21,24,58.04,44.2437,11.9813,28.1,3.58
2000,5,1,13,24,46.41,36.8033,11.5608,27.5,3.76
2002,10,3,21,24,57.88,38.3693,13.688,25.5,3.88
2009,12,23,14,24,42.47,37.792,14.946,25.1,3.71
1966,7,6,4,24,42,40.9,15.6,25,4.36
2008,12,23,15,24,21.77,44.544,10.345,22.9,5.36
2009,12,19,8,24,57.91,37.769,14.942,22.9,3.8
2020,1,21,3,24,54.4,41.8213,15.8862,21.8,3.69
1989,10,30,11,24,4.88,44.6237,7.2018,21.3,3.53
1972,12,1,7,24,53,42.9,13.5667,21,4.21
1976,12,13,5,24,3,45.8333,10.7833,20,4.54
1980,11,24,0,24,0,40.8333,15.2833,18,5.04
2000,6,25,20,24,53.27,43.7987,13.0085,17,3.56
2002,9,6,14,24,26.3,38.4358,13.7898,15.8,3.56
2010,1,9,14,24,37.42,39.381,14.736,14.5,3.86
1990,12,13,0,24,28,37.3132,15.3125,13.6,5.61
2015,12,6,16,24,38.73,42.4007,15.2387,12,4.58
1980,7,14,13,24,51,42.1667,13,12,3.68
2018,9,28,5,24,31.32,38.3852,15.731,11.1,4.21
1976,9,15,20,24,10,46.35,13.1667,11,4.2
2016,10,29,16,24,33.17,42.8113,13.0947,10.9,4.33
2016,10,30,8,24,35.18,42.7762,13.0708,10.5,3.62
1991,5,29,20,24,40.7,44.9817,8.1688,10.2,3.86
2020,3,22,5,24,3.905,45.8517,15.946,10.1,5.33
2016,10,30,14,24,44.35,42.7628,13.0655,10.1,3.56
1995,2,1,20,24,6.96,43.6638,11.1822,10,4.93
2010,11,13,18,24,59,35.08,9.42,10,4.65
2012,11,13,23,24,9.68,42.5223,18.9612,10,4.54
2018,7,4,11,24,20,41.48,19.53,10,4.53
1970,12,29,3,24,58,44.2333,8.3,10,4.14
2015,2,28,8,24,24,43.64,18.42,10,4.09
2009,12,10,11,24,26.36,42.074,19.202,10,3.88
2019,10,1,22,24,18.01,45.5443,14.379,10,3.84
2021,1,7,17,24,19.05,45.4607,16.3023,10,3.83
2003,4,30,6,24,42,43.143,15.438,10,3.68
1986,5,8,6,24,28.86,38.0833,15.1565,10,3.65
1992,7,14,23,24,19.59,40.2245,13.3983,10,3.63
2011,5,23,2,24,6.41,37.603,10.671,10,3.51
2016,10,26,21,24,51.71,42.8713,13.0742,9.7,4.51
2009,4,7,9,24,56.67,42.343,13.391,9.5,3.8
2014,6,29,4,24,28.04,39.898,15.5877,9,3.92
2014,5,29,7,24,18.43,46.0987,13.8702,9,3.61
2015,9,18,19,24,52.83,43.6318,12.3218,8.9,3.73
2017,1,18,10,24,14.2,42.5808,13.311,8.7,4.13
1988,2,8,11,24,46.14,44.098,10.426,8.5,4.08
2003,2,3,11,24,41,40.753,15.643,8.4,3.68
2016,10,26,19,24,21.81,42.9737,13.0663,8.2,3.72
2018,4,12,13,24,3.64,43.0638,13.0388,8.2,3.57
2014,10,3,3,24,8.94,43.5713,12.3442,8.1,3.62
1963,9,2,0,24,5,42.4,12.2667,8,4.04
2016,10,30,10,24,33.86,42.9423,13.1923,8,3.81
1976,9,15,15,24,24,46.35,12.9667,8,3.54
1978,10,6,14,24,51,44.613,9.5108,8,3.53
2016,5,30,20,24,20.46,42.7003,11.9762,7.9,4.34
2016,10,30,7,24,38.03,42.7283,13.2223,7.7,3.94
1987,9,10,13,24,23.24,43.2538,13.8797,7.6,4.39
1998,9,14,5,24,49.7,38.6975,13.7932,7,5
1974,2,27,19,24,43,41.1667,15.2167,7,3.84
1997,5,15,0,24,3.99,45.2137,6.6635,6.2,3.76
2019,11,5,15,24,52.53,40.3997,14.7642,6.2,3.5
2002,5,6,3,24,16.81,46.3332,12.6838,6.1,3.68
1997,8,7,15,24,1.08,37.8452,14.8878,6.1,3.58
1997,10,14,16,24,41.97,42.9228,12.8965,5.1,4.16
1979,10,10,14,24,29,42.0667,18.8,5,3.84
1997,10,7,1,24,34.51,43.0373,12.8455,4.9,4.17
1997,10,6,23,24,53.29,43.0275,12.8467,3.9,5.47
1997,11,30,11,24,42.43,42.8425,12.9905,3.5,4.34
1998,3,23,9,24,11.78,42.9575,12.9075,2.9,3.76
1985,5,19,9,24,27.2,42.2718,13.2777,1.5,3.73
1997,10,17,14,24,45.54,42.913,12.97,1.5,3.66
1997,9,28,11,24,31.54,42.9622,12.8562,0.3,3.96
1987,9,22,4,24,54.82,43.2445,13.8608,0.1,4.13
1991,4,18,19,24,3.06,40.4015,16.8047,0.1,4.13
1977,4,3,0,24,16,46.4,13,0,4.62
1970,7,21,11,24,35,46.69,7.53,0,4.46
1990,2,1,6,24,14.15,42.1408,15.6492,0,4.43
1972,1,25,20,24,35,43.75,13.4667,0,4.36
1976,5,6,20,24,58,46.3833,13.2,0,4.33
1996,10,16,0,24,29.1,44.8262,10.7005,0,4.18
1962,5,3,15,24,14,46.25,7.85,0,4.14
1964,9,8,11,24,35,43.6,10.85,0,3.94
1999,7,8,17,24,6.77,44.277,10.8467,0,3.88
1990,8,27,23,24,42.09,44.038,13.1975,0,3.79
2002,4,30,21,24,48.91,43.9097,11.6617,0,3.75
1969,5,10,7,24,25,45.4,6.5,0,3.74
2001,7,16,9,24,37.38,37.7827,15.0472,0,3.68
2002,4,28,3,24,19.89,47.4863,12.6535,0,3.68
1964,9,7,23,24,54,41.2,15,0,3.64
1966,2,24,3,24,7,45.8,9.7,0,3.54
1977,9,28,17,24,34,44.4,9.8833,0,3.54
2012,8,13,3,23,55.19,38.8763,14.7695,334.7,3.56
2005,4,16,11,23,38.18,39.498,15.082,306.7,3.91
1966,2,3,13,23,29,38.5167,14.8833,251,4.16
2016,6,11,3,23,39.57,38.7332,15.3655,245.8,3.61
1995,4,24,6,23,17.43,39.1688,16.3512,70.9,3.57
1978,1,1,4,23,47,43.2573,17.4544,44,5.13
1976,10,22,11,23,27,39.7249,18.9281,44,4.87
2000,11,7,9,23,21.66,38.5692,13.9282,32.8,4.06
1998,9,22,23,23,38.87,41.7928,15.8087,32.2,4.56
2002,6,18,22,23,38.1,44.3958,10.683,32.2,4.3
2009,3,25,12,23,25.9,40.247,19.647,30.8,4.46
1976,5,7,0,23,50,46.2333,13.35,30,4.9
1997,6,5,20,23,0.33,47.245,10.8313,30,3.98
2021,6,10,23,23,51.92,45.1867,16.6553,28.8,3.63
2011,9,9,22,23,45.5,37.813,14.873,28,3.96
1999,12,4,4,23,59.46,39.486,16.4703,26.7,3.58
2002,11,10,12,23,37.53,41.6938,14.8405,26,3.86
1997,7,17,10,23,4.5,39.26,16.4285,25.2,3.88
2000,4,19,2,23,51.53,40.066,18.0083,24.2,3.98
2010,2,8,7,23,57.84,39.498,16.771,24.1,3.55
1976,8,31,8,23,12,44.5,9.55,24,3.63
2000,12,12,13,23,10.34,35.8407,13.6907,21.7,3.58
1980,3,5,6,23,37,42.7833,13.0833,21,3.59
2016,4,9,7,23,37.545,37.742,19.8259,19.7,4.39
2015,2,16,20,23,12.1,41.1337,19.912,18.9,3.81
1992,8,6,4,23,14.65,37.3463,13.1268,16.8,4.08
1996,11,28,3,23,13.83,44.5653,10.5422,15.3,3.66
1987,8,19,0,23,19.64,43.9932,12.0645,15.3,3.64
1997,10,31,4,23,45.61,44.3217,6.7445,13.7,4.27
1977,4,12,2,23,31,42.45,13.1667,12,3.64
1980,11,29,6,23,46,43.2167,13.2,12,3.5
1999,10,14,13,23,51.25,37.2195,15.965,11.3,4.36
2016,8,31,13,23,4.22,42.7507,13.2305,11.2,3.52
1988,9,21,13,23,1.3,39.006,16.9325,11.1,3.53
1968,5,28,5,23,0,44.1,8,11,3.84
1969,3,2,14,23,0,44.2333,8.2,11,3.74
2011,3,9,4,23,51.05,37.815,15.41,10.7,3.86
2016,10,30,7,23,40.6,42.7827,13.1348,10.7,3.63
1994,3,9,18,23,11.21,44.6647,10.3433,10.3,3.64
1980,11,24,4,23,16,40.9354,15.2725,10,4.26
2010,9,15,2,23,13.75,45.567,14.259,10,4.1
1993,10,20,20,23,24.34,40.2052,15.7325,10,3.85
2004,3,31,15,23,23.8,43.978,18.977,10,3.77
2010,5,8,22,23,29.39,36.517,15.296,10,3.64
1992,4,3,21,23,54.18,44.4163,11.9188,9.9,3.99
2019,6,5,20,23,18.14,37.8513,14.5552,9.8,3.79
2013,6,21,14,23,22.47,44.1557,10.1478,9.4,3.73
2016,10,27,17,23,43.32,42.8487,13.1082,8.6,4
1995,8,13,23,23,24.22,46.1053,14.177,8.4,3.58
2000,4,19,12,23,1.22,44.1978,11.917,7.9,3.66
1996,11,10,23,23,10.77,41.6758,15.1985,7.7,4.4
1997,10,14,15,23,10.64,42.8982,12.8987,7.3,5.62
2016,11,10,17,23,30.21,42.9865,13.1473,7.2,3.54
1979,5,24,17,23,17,42.1167,18.75,7,6.17
1999,1,23,14,23,56.3,38.9012,17.7998,6.8,3.58
1996,7,9,10,23,7.21,42.8757,14.1203,6.7,4.2
1996,11,28,3,23,45.2,44.5457,10.5007,6.4,3.81
1969,4,16,21,23,20,44.4167,11.9667,6,3.8
2010,11,9,18,23,39.47,42.535,7.294,6,3.79
1998,1,17,19,23,8.22,38.561,12.6667,6,3.56
1997,9,27,13,23,47.65,42.9192,12.8718,5.9,4.16
2014,8,9,21,23,29.82,43.5033,13.8235,5.3,3.59
1977,4,19,2,23,38,43.05,17.8,5,4.4
1968,1,4,10,23,0,42.35,12.5667,5,4.26
2012,5,20,7,23,33.17,44.8732,11.4087,5,3.7
2002,10,27,1,23,52.77,37.86,15.065,5,3.56
1997,10,14,23,23,29.73,42.9563,12.8723,4.1,4.36
1997,10,28,0,23,47.29,42.9805,12.8205,3.8,3.66
2018,6,14,12,23,19.53,45.5858,15.4343,2.7,3.62
1997,10,16,2,23,37.91,42.9215,12.9415,2.2,4.34
2013,4,7,11,23,27,46.19,14.65,2,3.51
1997,10,17,14,23,45.34,42.8757,12.966,0.9,4.23
1979,4,9,2,23,53,41.9568,18.8895,0,4.75
1987,5,24,10,23,24.76,45.7263,10.6682,0,4.66
1976,9,17,1,23,55,37.9833,14.65,0,4.5
1966,8,6,5,23,30,41.6,18.6,0,4.36
1968,10,22,7,23,18,43.5,17.04,0,4.36
1983,9,29,1,23,38.81,40.401,14.8585,0,4.34
1969,3,31,3,23,54,37.7,15.2,0,4.14
1967,7,15,2,23,15,46.6833,8.8,0,4.04
1992,2,17,19,23,12.93,46.7258,9.5022,0,4.03
2000,8,18,11,23,57.06,43.3137,12.567,0,3.98
1980,6,22,19,23,52,43.1,17.3833,0,3.88
1962,11,15,5,23,46,44.5,9.3,0,3.8
1966,9,15,6,23,0,37.9,13.6,0,3.8
1984,4,22,18,23,8.95,43.5017,10.257,0,3.73
1961,5,22,20,23,0,43.6667,12.4167,0,3.7
1984,10,1,16,23,46.57,40.855,15.2633,0,3.67
1976,9,22,15,23,57,46.3333,13.0333,0,3.64
1968,1,14,13,23,0,37.8,13,0,3.54
1972,6,17,1,23,52,43.6333,13.4167,0,3.54
2012,7,12,21,22,55.47,40.5563,13.5343,440.5,3.81
2011,11,4,11,22,2.18,39.872,14.989,344,4.07
2008,5,30,17,22,49.8,40.573,15.059,330,4
1980,8,31,7,22,58,39.6258,15.1998,289,3.71
2014,6,26,21,22,38.19,38.7177,15.3207,235,3.56
2015,5,9,8,22,41.66,38.6048,15.3637,214.7,4.63
2007,4,27,23,22,56.12,38.966,15.914,128,3.96
1976,4,14,17,22,46,42.85,12.95,79,3.51
1978,12,16,17,22,47,38.25,13.1333,70,3.84
2013,3,2,4,22,10.53,36.2842,12.623,55.1,3.83
1980,6,2,1,22,24,38.922,14.253,40,3.53
1968,1,15,18,22,50,37.8,12.9,39,4.46
1975,5,19,11,22,20,44.4,11,38,3.73
2001,9,5,16,22,9.97,43.4913,19.4035,33.7,3.76
1997,12,2,19,22,44.7,36.02,19.66,33,5.23
2001,8,12,14,22,25.5,35.92,9.81,33,4.49
1972,1,25,23,22,17,43.7667,13.3667,33,4.14
1980,2,24,3,22,31,44.85,9.7,33,3.9
1980,11,25,13,22,58,40.7833,15.35,32,3.98
2002,9,6,14,22,31.52,38.4472,13.7292,31.7,4.06
2020,12,21,1,22,58.47,43.1192,13.5207,29.7,3.61
1978,5,12,1,22,22,38.2667,15.0333,26,3.84
1979,8,3,22,22,9,38,14.6333,26,3.64
1998,7,7,8,22,42.19,39.8318,17.9328,25.7,4.08
2010,8,22,10,22,58,37.24,19.95,24,5.54
1987,8,13,7,22,9.62,37.9118,15.0017,23.2,4.76
2016,3,16,4,22,35.2,40.5848,19.2703,23.2,4.05
2008,12,24,12,22,58.32,44.519,10.407,23.2,3.67
2018,8,16,20,22,34.51,41.8728,14.8747,21.6,4.62
2013,10,3,18,22,25.53,38.4895,13.4943,21.3,3.51
2020,9,21,12,22,16.61,39.1573,17.314,21,3.72
1997,9,4,1,22,35.39,38.3662,16.269,20.6,3.66
2013,6,14,18,22,22.72,44.2812,11.0543,20.3,3.91
1997,7,23,10,22,28.05,39.1553,16.6315,19.4,3.78
1979,5,25,7,22,3,42.1,18.85,18,4.51
1980,6,5,6,22,15,38.4167,14.2833,18,4.24
2000,8,18,11,22,14.79,37.0515,16.038,12.1,4.06
1976,5,11,23,22,52,46.3167,12.9667,12,3.53
2016,8,24,23,22,5.83,42.6535,13.2098,11.8,4.19
1981,2,15,17,22,26.03,40.5918,15.6197,10.6,3.65
1994,8,7,8,22,59.57,45.6437,15.6948,10,4.71
1998,3,1,7,22,41.7,43.36,17.63,10,4.66
1965,12,18,9,22,25,44.4,12,10,4.57
2015,12,6,3,22,49.21,42.4075,15.1968,10,4.39
2010,11,10,8,22,45.22,35.162,14.195,10,4.12
1986,1,6,19,22,2.79,42.6925,15.564,10,4.07
1992,7,11,17,22,8.25,36.8368,11.6038,10,3.97
2010,2,25,6,22,4.28,41.307,19.782,10,3.91
1988,5,18,4,22,29.51,35.82,12.9725,10,3.88
1988,10,28,23,22,2.6,42.2498,16.773,10,3.73
1988,1,8,15,22,56.98,40.0308,15.9668,10,3.65
2003,3,30,17,22,41.4,43.268,15.556,10,3.62
1998,1,2,0,22,46.14,37.8062,14.9315,9.9,3.76
2016,10,30,8,22,52.12,42.7287,13.1367,9.7,3.82
2009,4,10,3,22,22.22,42.463,13.42,9.6,3.9
2016,10,27,17,22,22.93,42.8398,13.0983,9.1,4.39
2017,9,6,12,22,29.68,46.2703,11.9905,9.1,3.63
2016,9,30,19,22,28.25,42.8955,13.2393,9,3.53
2016,10,26,19,22,56.46,42.945,13.0748,8.7,3.72
2012,6,1,12,22,44.1,44.8622,10.9587,8.6,3.73
1983,9,16,6,22,53.08,38.6998,14.6807,8,3.76
2018,1,17,10,22,19.72,46.3163,13.5683,7.9,4.06
2016,12,4,20,22,20.58,43.0415,13.0985,7.8,3.55
2007,6,18,14,22,8.8,41.05,19.98,7,4.38
1989,8,28,23,22,49.4,41.8308,12.8248,7,3.84
1988,2,1,11,22,42.8,46.4142,13.1592,7,3.64
2012,5,20,22,22,44.98,44.8052,11.4158,5.8,3.65
1993,6,29,19,22,7.7,38.0138,14.1742,5.7,3.54
1985,4,19,6,22,32.54,41.6447,13.982,5.2,3.93
1974,12,5,5,22,5,42.8167,12.9167,5,4.11
1997,11,10,22,22,34.23,42.8263,12.9648,4.8,3.96
1995,2,23,9,22,16.23,39.1692,16.541,4.5,3.61
1998,12,3,2,22,31.8,43.0337,12.899,3.3,3.56
1998,11,10,13,22,33.63,39.133,19.0583,2.3,4.08
1997,10,5,10,22,13.06,43.6277,12.16,1.6,3.66
1996,9,30,9,22,13.18,38.0105,14.165,0.7,3.91
1991,4,24,13,22,16.11,39.2605,16.7228,0.6,3.82
1970,6,29,14,22,52,39,17.1,0,4.74
1965,5,31,9,22,17,42.8667,12.8,0,4.47
1986,12,16,6,22,50.86,45.1242,14.9772,0,4.47
1982,10,19,1,22,53.18,43.135,12.8505,0,4.25
1962,8,22,17,22,32,41.1333,15.1167,0,4.24
1963,3,23,5,22,36,40.6,15.7,0,4.24
1964,11,4,17,22,38,42.6,11.6,0,4.16
1972,11,19,9,22,58,36.5153,16.9114,0,4.16
